,bedrooms,bathrooms,floors,waterfront,view,condition,grade,zipcode,lat,long,sqft_living15,sqft_lot15,price,renovated,basement,decade
15512,4,2.5,2.0,0,0,5,10,98040,47.5472,-122.233,3490,13194,1190000,True,False,60s
15513,3,1.75,1.0,0,0,4,7,98038,47.35,-122.037,1520,6095,295000,False,True,90s
15514,3,1.75,1.0,0,0,3,7,98072,47.7701,-122.138,2570,46609,615000,True,True,70s
15515,4,2.75,1.0,0,4,5,8,98116,47.5718,-122.406,3080,8525,1100000,True,True,50s
15516,4,2.5,2.0,0,0,3,8,98029,47.5662,-122.0,2130,4668,575000,True,False,90s
15517,3,1.75,3.0,0,0,3,7,98103,47.6965,-122.35,1520,1652,388000,True,False,90s
15518,4,2.5,1.0,0,0,4,8,98033,47.6923,-122.2,2070,8680,750500,True,True,80s
15519,3,1.75,1.0,0,0,3,8,98027,47.5406,-122.066,2830,6230,527500,True,True,70s
15520,3,2.0,2.0,0,0,3,8,98038,47.4088,-122.055,3170,108900,503000,True,True,80s
15521,4,3.5,2.0,0,0,3,10,98112,47.628,-122.299,1910,4000,1050000,True,True,90s
15522,2,1.0,1.0,0,0,3,7,98126,47.5359,-122.367,1010,7440,325000,True,False,50s
15523,3,1.75,1.5,0,0,5,7,98125,47.7192,-122.32,1500,6128,402000,True,False,40s
15524,3,1.5,1.0,0,0,4,6,98133,47.7024,-122.35,1320,3844,370000,True,True,<40s
15525,3,1.0,1.0,0,0,4,7,98166,47.4596,-122.343,1750,7560,329950,False,True,50s
15526,2,1.0,1.0,0,0,3,5,98168,47.5,-122.317,1090,6120,135000,True,False,40s
15527,4,3.0,1.0,0,0,5,7,98125,47.7168,-122.308,1630,8082,482500,False,True,80s
15528,4,1.5,1.5,0,0,5,7,98188,47.433,-122.292,1300,7732,259000,True,False,50s
15529,3,2.25,1.0,0,0,4,7,98023,47.306,-122.379,2050,8625,210000,True,True,70s
15530,4,2.75,2.0,0,0,3,9,98058,47.4362,-122.109,2900,6752,459000,True,False,90s
15531,3,1.75,1.0,0,0,4,7,98042,47.3913,-122.121,2460,36386,375000,True,True,70s
15532,3,2.25,1.0,0,0,3,7,98146,47.5102,-122.364,1380,9570,295000,True,True,70s
15533,3,2.0,1.0,0,0,4,8,98115,47.6731,-122.327,1700,4590,910000,True,True,60s
15534,4,1.0,1.5,0,0,4,7,98024,47.5651,-121.902,1810,18352,470000,True,False,<40s
15535,4,2.0,1.5,0,0,4,7,98146,47.5092,-122.386,1600,7980,565000,True,False,<40s
15536,4,2.25,1.0,0,0,3,8,98148,47.4666,-122.326,1880,2648,339950,True,True,50s
15537,5,3.0,1.0,0,0,3,7,98072,47.7726,-122.111,2300,103237,547000,True,True,70s
15538,2,1.0,1.0,0,0,4,5,98146,47.5033,-122.358,1040,8382,125000,True,False,40s
15539,4,4.75,2.0,0,2,4,11,98119,47.6312,-122.366,3970,8460,2300000,False,True,<40s
15540,3,2.5,1.0,0,3,3,8,98198,47.4091,-122.331,1960,8062,348000,True,True,70s
15541,3,1.0,1.0,0,0,2,7,98030,47.3762,-122.219,1310,9315,175000,True,False,60s
15542,3,2.5,2.0,0,0,3,8,98116,47.5631,-122.397,1770,3833,439950,False,False,80s
15543,3,1.0,1.0,0,0,4,6,98070,47.447,-122.482,1010,335289,230000,True,False,<40s
15544,3,2.5,2.0,0,0,3,7,98108,47.5245,-122.33,1460,2550,207000,True,False,00s
15545,5,2.5,1.0,0,0,4,8,98042,47.3392,-122.131,1610,16445,320000,True,True,70s
15546,5,3.25,2.0,0,0,3,10,98072,47.7341,-122.102,3470,75794,1090000,True,True,80s
15547,4,1.5,1.0,0,0,4,7,98033,47.7016,-122.199,1720,14250,510000,True,False,50s
15548,4,1.0,1.5,0,0,4,7,98199,47.6437,-122.396,2160,5239,730000,True,True,<40s
15549,3,3.75,1.0,0,0,5,8,98177,47.7147,-122.373,2000,7326,750000,True,True,70s
15550,3,1.5,1.0,0,0,3,7,98198,47.3798,-122.306,1640,8060,237000,True,False,60s
15551,3,2.5,2.0,0,0,3,9,98038,47.3895,-121.986,2710,112820,560000,True,False,80s
15552,3,2.75,1.0,0,0,4,8,98052,47.6392,-122.108,2500,12432,745000,True,True,60s
15553,3,3.75,2.0,0,0,3,11,98004,47.6055,-122.21,4040,12333,1830000,True,True,90s
15554,3,2.25,2.0,0,0,3,7,98198,47.3822,-122.316,1220,6250,180000,True,False,60s
15555,3,2.25,2.0,0,0,3,7,98198,47.3822,-122.316,1220,6250,309950,True,False,60s
15556,4,1.0,1.5,0,0,3,7,98118,47.5569,-122.288,1560,4950,715000,True,True,<40s
15557,4,2.25,1.5,0,0,3,7,98103,47.6649,-122.337,1830,3800,620000,True,True,<40s
15558,3,2.5,2.0,0,0,3,7,98198,47.383,-122.305,1680,7511,330000,True,False,90s
15559,4,1.75,1.0,0,0,3,7,98125,47.7111,-122.309,1640,7500,525000,True,True,70s
15560,6,2.5,1.0,0,0,4,9,98027,47.5209,-122.052,2510,15314,611000,True,True,70s
15561,4,2.5,1.0,0,0,3,8,98092,47.2647,-122.221,2210,7917,294000,False,True,80s
15562,3,1.75,1.0,0,0,4,7,98034,47.7351,-122.183,2030,10710,463000,True,True,70s
15563,3,2.0,1.0,0,0,4,8,98031,47.4087,-122.17,2560,7210,320900,True,False,80s
15564,4,2.5,2.0,0,0,3,7,98059,47.5002,-122.15,2480,4504,369950,True,False,00s
15565,4,2.75,2.0,0,0,4,9,98030,47.3535,-122.19,2720,104544,565000,True,False,80s
15566,4,1.5,1.5,0,0,4,8,98108,47.5655,-122.315,1710,5400,589500,True,True,<40s
15567,4,1.75,2.0,0,0,4,7,98155,47.7681,-122.311,1570,10000,400000,True,False,70s
15568,3,2.25,1.0,0,0,3,8,98052,47.6647,-122.149,2170,9500,458000,True,True,70s
15569,4,2.5,2.0,0,0,3,7,98019,47.7243,-121.957,2490,6300,436000,True,False,00s
15570,3,2.0,1.0,0,1,5,6,98118,47.5181,-122.257,1960,6150,310000,True,False,40s
15571,5,2.5,2.0,0,0,3,9,98030,47.3801,-122.185,2665,5700,398000,True,False,00s
15572,4,2.25,1.0,0,0,5,8,98033,47.697,-122.169,2110,8400,625000,True,True,70s
15573,5,3.25,2.0,0,0,3,12,98006,47.5465,-122.122,4770,33880,1010000,True,False,80s
15574,2,1.0,1.0,0,0,4,6,98126,47.5378,-122.375,1090,6000,435000,True,True,<40s
15575,3,2.25,1.0,0,0,3,7,98003,47.3478,-122.298,1900,9990,250000,False,True,60s
15576,3,1.5,1.0,0,0,3,7,98133,47.7725,-122.349,1440,7316,430000,True,False,60s
15577,4,3.5,2.0,0,0,3,9,98136,47.5371,-122.388,1600,4600,790000,True,True,10s
15578,5,5.25,2.0,0,1,5,9,98040,47.5858,-122.247,2880,10520,1680000,True,True,50s
15579,4,2.75,1.0,0,0,3,7,98106,47.539,-122.356,1830,6440,250000,True,True,90s
15580,5,1.5,2.0,0,3,4,8,98136,47.5144,-122.393,2460,9000,1120000,True,True,50s
15581,3,1.5,1.0,0,0,4,7,98133,47.7471,-122.337,1810,7819,383900,True,True,60s
15582,4,2.5,2.0,0,0,3,8,98042,47.35,-122.139,2200,5901,330000,True,False,00s
15583,3,2.5,1.0,0,0,4,7,98072,47.7531,-122.14,2510,42803,624000,False,True,70s
15584,5,2.0,1.0,0,0,4,8,98116,47.5672,-122.39,1780,5750,383000,True,True,50s
15585,4,3.25,2.0,0,0,4,9,98022,47.1593,-121.957,2280,186846,687000,True,False,90s
15586,4,3.25,2.0,0,0,3,9,98056,47.5153,-122.178,2900,10000,558000,True,True,90s
15587,3,2.0,2.0,0,0,3,7,98118,47.5558,-122.27,1620,3900,275000,True,False,70s
15588,5,2.75,1.0,0,0,4,7,98033,47.692,-122.166,1840,10425,687500,True,True,60s
15589,3,2.5,2.0,0,0,3,7,98023,47.3065,-122.358,1970,6821,275000,True,False,80s
15590,3,3.5,2.0,0,2,3,8,98146,47.5051,-122.381,2340,10560,700000,True,False,70s
15591,2,1.75,1.0,0,0,3,7,98034,47.7078,-122.234,1840,7500,342500,True,False,80s
15592,4,2.5,2.0,0,0,3,8,98077,47.74,-122.048,2080,43560,483500,True,False,90s
15593,3,1.75,1.0,0,0,4,6,98118,47.5336,-122.278,1440,6000,190000,True,False,<40s
15594,3,1.75,1.0,0,0,4,6,98118,47.5336,-122.278,1440,6000,300000,True,False,<40s
15595,3,2.0,2.0,0,0,3,8,98115,47.6743,-122.316,1660,4000,540000,True,True,00s
15596,3,1.75,2.0,0,0,3,7,98042,47.3563,-122.149,1270,8993,140000,False,False,80s
15597,4,1.75,1.0,0,0,4,7,98055,47.4552,-122.202,2000,12900,275000,True,True,50s
15598,3,2.75,1.0,0,0,4,7,98056,47.4923,-122.178,1180,7650,370000,True,False,50s
15599,2,1.0,1.0,0,0,4,7,98133,47.7407,-122.347,1950,13228,227000,True,False,<40s
15600,4,1.0,1.0,0,0,4,7,98058,47.4586,-122.175,1369,8418,312000,True,True,60s
15601,2,1.0,1.5,0,0,3,6,98118,47.5159,-122.258,1430,5650,260000,True,False,<40s
15602,3,2.5,2.0,0,0,3,9,98109,47.6375,-122.354,1630,2090,797000,True,False,<40s
15603,6,2.0,1.5,0,0,3,6,98019,47.7158,-121.966,2330,228690,640000,True,True,40s
15604,4,1.75,1.0,0,0,3,7,98053,47.6728,-122.061,2510,31331,605000,True,True,70s
15605,3,2.25,1.0,0,0,3,7,98031,47.403,-122.175,1620,6799,329950,True,True,80s
15606,2,1.0,1.5,0,0,3,5,98014,47.63,-121.9,1940,392040,180000,True,False,40s
15607,3,2.25,1.0,0,0,3,7,98003,47.2725,-122.3,1720,8300,220000,True,True,80s
15608,4,2.25,1.5,0,0,3,8,98116,47.5904,-122.389,2430,4748,723000,False,True,<40s
15609,3,1.75,1.0,0,0,4,7,98125,47.7218,-122.299,1490,8410,375000,True,True,<40s
15610,3,1.75,1.0,0,0,4,7,98146,47.4977,-122.358,1760,7650,388000,False,False,60s
15611,5,2.0,1.0,0,0,4,6,98178,47.4953,-122.238,1550,7125,249950,True,False,40s
15612,5,1.75,1.0,0,0,4,7,98133,47.7577,-122.358,1870,8250,390000,True,True,60s
15613,4,1.75,1.0,0,0,4,8,98040,47.552,-122.219,2300,11600,705000,True,False,50s
15614,4,2.5,1.5,0,0,4,8,98008,47.626,-122.12,1600,7875,590000,True,False,60s
15615,4,1.75,1.0,0,0,3,7,98166,47.4629,-122.356,1850,11097,292000,True,True,50s
15616,3,2.5,1.0,0,0,3,8,98092,47.2984,-122.144,1330,214315,506000,True,False,80s
15617,4,2.5,2.0,0,0,4,9,98007,47.6599,-122.146,2670,9000,907500,True,False,80s
15618,4,3.25,1.0,0,0,4,9,98039,47.6155,-122.238,3000,18831,2270000,True,False,50s
15619,4,2.75,1.5,0,0,4,7,98108,47.523,-122.332,1430,5100,319500,True,True,<40s
15620,5,1.75,1.0,0,0,3,6,98118,47.5677,-122.29,1600,2976,265000,True,True,<40s
15621,3,1.0,1.0,0,0,3,7,98188,47.4363,-122.286,1320,10650,237000,True,False,50s
15622,5,1.0,1.5,0,0,5,6,98168,47.4702,-122.281,1520,9639,235000,True,False,60s
15623,4,2.25,1.5,0,2,3,8,98199,47.6464,-122.391,2840,6000,740000,True,True,<40s
15624,3,1.5,1.0,0,0,3,7,98133,47.7035,-122.34,940,4980,359000,True,True,70s
15625,4,2.5,2.0,0,0,3,7,98038,47.3533,-122.023,1910,5500,334950,True,False,90s
15626,2,1.0,1.0,0,0,3,6,98125,47.7159,-122.305,1420,8100,259950,True,False,40s
15627,4,2.5,2.0,0,0,3,7,98042,47.3848,-122.1,2800,4860,253000,True,False,00s
15628,3,2.25,2.0,0,0,3,8,98029,47.5498,-121.997,1730,3680,561000,True,False,00s
15629,2,1.5,1.0,0,0,3,7,98115,47.6914,-122.288,1640,5100,455000,True,False,40s
15630,4,2.5,1.0,0,0,3,8,98005,47.6001,-122.176,2690,13800,675000,True,True,60s
15631,3,1.5,1.0,0,0,3,7,98058,47.4551,-122.175,1260,7560,267000,True,False,60s
15632,4,2.5,2.0,0,0,3,9,98030,47.3799,-122.184,2665,5700,368000,True,False,00s
15633,3,1.0,1.5,0,0,5,7,98103,47.6888,-122.347,1420,3060,599995,True,False,<40s
15634,3,1.0,1.0,0,0,4,7,98034,47.7268,-122.229,1660,10500,342500,True,False,60s
15635,4,1.75,1.0,0,0,4,8,98023,47.3215,-122.369,2405,11769,252000,True,False,70s
15636,3,1.0,1.0,0,0,4,7,98092,47.2894,-122.188,1560,9750,247200,True,False,60s
15637,3,3.5,2.0,0,0,3,9,98199,47.651,-122.409,2060,5102,910000,True,True,50s
15638,4,1.75,1.0,0,0,3,8,98072,47.7482,-122.083,1870,10804,419950,False,False,60s
15639,3,1.0,1.0,0,0,4,6,98023,47.3056,-122.368,990,8760,160000,True,False,60s
15640,4,3.5,3.0,0,0,3,9,98052,47.7103,-122.109,2910,5314,799950,True,False,10s
15641,3,2.25,2.0,0,0,3,7,98019,47.7267,-121.966,2000,14174,400000,True,False,80s
15642,5,2.0,1.0,0,0,3,6,98198,47.4136,-122.333,1940,8625,210000,True,True,50s
15643,5,2.0,1.0,0,0,3,6,98198,47.4136,-122.333,1940,8625,475000,True,True,50s
15644,3,2.5,2.0,0,0,3,7,98038,47.3655,-122.017,2040,4200,355900,True,False,00s
15645,3,2.25,1.0,0,0,3,7,98028,47.7728,-122.25,2300,10004,420000,True,True,70s
15646,4,2.5,1.0,0,0,4,9,98005,47.5916,-122.166,2430,10240,710000,True,True,70s
15647,4,1.75,1.0,0,0,3,7,98075,47.5952,-122.053,2210,15150,518000,True,True,70s
15648,3,1.0,1.0,0,0,3,6,98117,47.6969,-122.368,1200,5987,375000,False,False,<40s
15649,3,1.5,1.0,0,0,3,6,98148,47.4238,-122.332,1270,8350,185000,True,False,50s
15650,3,2.5,2.0,0,0,3,7,98052,47.6801,-122.161,1640,3425,402000,True,False,80s
15651,3,1.75,1.0,0,0,3,7,98042,47.3694,-122.065,2840,49500,585000,True,False,70s
15652,4,2.0,2.0,0,0,4,7,98107,47.6728,-122.379,1550,2541,500000,True,False,<40s
15653,4,2.5,2.0,0,0,4,10,98112,47.6325,-122.29,3190,7523,1720000,True,True,<40s
15654,5,3.5,3.0,1,4,3,11,98155,47.7561,-122.271,3020,12880,1680000,True,True,90s
15655,2,2.0,2.0,0,0,3,8,98112,47.6205,-122.3,1480,1171,570000,True,True,10s
15656,8,2.75,2.0,0,0,4,7,98112,47.6241,-122.305,1540,4800,680000,True,True,<40s
15657,3,2.25,2.0,0,0,4,7,98045,47.4492,-121.78,1390,11360,345000,True,False,70s
15658,4,2.5,2.0,0,0,3,7,98038,47.3658,-122.019,2220,3915,355000,True,False,00s
15659,3,1.5,1.0,0,0,4,7,98007,47.6133,-122.133,1510,8800,390000,True,False,50s
15660,3,1.0,1.0,0,0,3,7,98023,47.3201,-122.398,1280,9600,128000,True,False,60s
15661,3,1.75,2.0,0,1,4,7,98136,47.5457,-122.383,1300,4800,448500,False,False,<40s
15662,3,1.75,1.5,0,0,4,6,98155,47.754,-122.321,1800,9975,346000,True,False,50s
15663,3,1.75,1.0,0,1,3,8,98199,47.65,-122.415,2630,6780,779000,True,True,40s
15664,3,1.75,1.0,0,0,3,7,98028,47.7728,-122.258,1520,10037,335000,True,False,40s
15665,4,3.25,2.0,0,3,5,9,98122,47.616,-122.282,3100,8200,1850000,True,True,<40s
15666,3,2.5,2.0,0,0,3,10,98053,47.6455,-122.04,3020,21798,799990,True,False,90s
15667,3,2.5,2.0,0,0,3,11,98011,47.7409,-122.198,2830,16430,1080000,False,False,00s
15668,2,1.5,3.0,0,0,3,8,98107,47.6711,-122.377,1420,1311,371000,True,False,90s
15669,4,2.5,1.0,0,0,5,7,98033,47.6856,-122.168,1990,10500,620000,True,False,60s
15670,4,1.75,1.0,0,0,3,7,98146,47.5045,-122.369,1800,7605,343000,True,True,50s
15671,3,1.0,1.0,0,0,5,6,98059,47.4772,-122.144,1510,9600,265000,True,False,60s
15672,5,2.5,2.0,0,0,3,11,98074,47.63,-122.011,3810,14824,1000000,True,False,90s
15673,3,2.5,1.0,0,4,3,8,98177,47.7611,-122.372,3400,24338,825000,False,True,50s
15674,4,3.5,2.0,0,0,3,10,98075,47.5805,-121.97,4080,10106,889000,True,False,00s
15675,3,2.25,1.0,0,0,4,8,98030,47.3801,-122.166,1830,8470,305000,True,True,70s
15676,2,2.5,2.0,0,0,4,8,98052,47.6655,-122.13,1700,6635,407000,False,False,70s
15677,5,2.5,1.0,0,0,4,7,98008,47.626,-122.104,2090,12000,613000,True,True,60s
15678,3,3.5,2.0,1,4,3,12,98166,47.4418,-122.354,3140,24274,1640000,True,False,70s
15679,3,3.75,2.0,0,0,5,7,98103,47.6873,-122.332,1780,4000,645000,True,True,<40s
15680,4,3.5,2.0,0,0,3,10,98006,47.5703,-122.165,2800,12343,1160000,True,True,00s
15681,3,2.25,2.0,0,0,3,8,98053,47.6645,-122.068,2875,37523,610000,True,False,70s
15682,3,2.5,2.0,0,0,3,10,98023,47.3076,-122.397,2980,11110,450000,True,True,90s
15683,3,2.0,1.0,0,0,5,6,98106,47.5483,-122.36,1080,7209,300000,True,False,40s
15684,5,2.75,1.0,0,3,5,9,98028,47.7424,-122.263,3290,19257,1120000,True,True,60s
15685,3,2.5,2.0,0,0,3,9,98022,47.2704,-122.013,3110,98000,418200,True,False,90s
15686,3,2.5,2.0,0,0,3,7,98055,47.4328,-122.196,1490,2084,250000,True,False,00s
15687,3,2.5,2.0,0,0,3,9,98077,47.7614,-122.026,3000,54088,619000,True,False,00s
15688,4,3.0,3.0,0,0,3,7,98059,47.5116,-122.144,2020,15180,500000,True,False,70s
15689,4,2.5,2.0,0,0,3,8,98038,47.3714,-122.059,2320,15625,465000,True,False,80s
15690,4,1.0,1.0,0,0,3,7,98058,47.4442,-122.081,1550,32799,322000,True,False,40s
15691,3,2.5,2.0,0,0,3,7,98038,47.3617,-122.054,1550,7686,276900,True,False,80s
15692,3,2.25,1.0,0,0,4,7,98033,47.6965,-122.197,1950,13163,660000,True,True,80s
15693,3,2.5,2.0,0,0,3,9,98058,47.4665,-122.122,2440,33541,480000,True,False,80s
15694,3,1.75,1.0,0,0,3,7,98004,47.6272,-122.208,1940,10796,925000,True,True,50s
15695,3,3.0,1.0,0,0,3,9,98008,47.5814,-122.122,2280,16026,825000,True,True,70s
15696,2,1.0,1.0,0,0,3,6,98155,47.7376,-122.322,1070,7440,326000,True,True,<40s
15697,3,1.0,1.0,0,0,4,7,98003,47.3352,-122.297,2140,9600,205000,True,False,50s
15698,2,1.0,1.5,0,0,1,4,98023,47.2959,-122.377,1550,14440,150000,True,False,40s
15699,3,2.5,2.0,0,0,3,9,98052,47.6658,-122.084,2120,4134,593567,True,False,00s
15700,3,2.5,2.0,0,0,3,8,98072,47.7571,-122.141,2140,10224,440000,True,False,80s
15701,3,2.5,2.0,0,0,3,10,98075,47.588,-122.079,2980,14437,751000,True,False,90s
15702,2,1.75,1.5,0,2,4,6,98055,47.4727,-122.2,1320,10075,295000,True,False,<40s
15703,3,2.0,2.0,0,0,3,7,98103,47.6923,-122.332,1300,4500,422500,False,False,80s
15704,3,1.0,1.0,0,0,4,7,98008,47.6112,-122.128,1750,8400,480000,True,False,50s
15705,4,2.5,2.0,0,0,3,9,98027,47.5416,-121.998,3350,5000,890900,True,False,00s
15706,4,2.75,2.0,0,0,3,9,98075,47.5965,-122.038,2590,6530,672500,True,False,90s
15707,4,1.5,1.0,0,0,4,7,98103,47.6835,-122.347,1690,3500,605000,True,True,<40s
15708,5,3.25,1.0,0,0,5,9,98004,47.6291,-122.226,3390,20140,1680000,True,True,60s
15709,4,2.5,2.0,0,0,3,9,98074,47.6269,-122.03,2460,8137,565000,True,False,80s
15710,4,1.75,1.0,0,0,3,8,98027,47.5634,-122.087,2220,8496,725000,True,True,70s
15711,3,3.0,3.0,0,0,3,8,98103,47.6604,-122.352,1530,2975,640000,True,False,00s
15712,4,1.0,1.5,0,0,3,6,98030,47.3846,-122.226,1430,7110,253750,True,False,<40s
15713,6,2.75,1.0,0,3,4,9,98166,47.4488,-122.356,2420,21075,799950,True,True,50s
15714,4,1.5,1.0,0,0,4,7,98004,47.5807,-122.196,1930,8113,595000,True,False,50s
15715,4,2.5,2.0,0,1,3,9,98040,47.567,-122.212,3110,15183,850000,True,False,70s
15716,3,2.5,2.0,0,0,3,8,98019,47.7344,-121.965,2480,4252,366000,True,False,00s
15717,4,3.0,2.0,0,2,4,8,98136,47.5374,-122.39,1930,6200,715000,True,True,<40s
15718,4,2.5,2.0,0,0,3,8,98023,47.2944,-122.371,2220,7760,300000,True,False,90s
15719,4,3.0,2.0,0,0,3,10,98177,47.7234,-122.372,2910,12348,960000,True,True,80s
15720,3,2.0,2.0,0,3,5,8,98103,47.6762,-122.354,1770,3420,812000,True,False,<40s
15721,3,1.0,1.0,0,0,3,6,98010,47.3422,-122.053,1670,8475,234950,True,False,70s
15722,4,2.0,1.0,0,0,4,7,98115,47.6756,-122.305,1700,3800,656500,True,True,<40s
15723,2,1.5,2.0,0,0,3,7,98133,47.7081,-122.342,1110,1598,255000,True,False,90s
15724,3,2.75,1.0,0,0,5,7,98006,47.565,-122.116,2480,17633,538000,True,True,50s
15725,3,2.25,1.0,0,0,4,7,98031,47.412,-122.195,1500,9516,260000,True,True,60s
15726,3,2.5,2.0,0,0,3,9,98028,47.738,-122.235,2780,6607,546200,True,False,90s
15727,3,1.0,1.0,0,0,3,7,98108,47.5387,-122.294,1670,3429,280500,True,True,50s
15728,3,1.75,1.0,0,0,4,7,98106,47.5329,-122.354,1560,4000,295000,True,True,70s
15729,4,1.75,1.5,0,0,3,7,98112,47.6209,-122.302,1200,1170,700000,True,False,<40s
15730,3,2.0,1.0,0,0,3,9,98034,47.7296,-122.199,1820,8770,560000,True,False,90s
15731,4,2.75,2.0,0,0,3,10,98075,47.5651,-122.034,3720,10756,912000,True,False,90s
15732,3,1.75,1.0,0,0,4,7,98052,47.6844,-122.111,1310,8748,437000,False,False,70s
15733,3,2.5,2.0,0,0,3,7,98072,47.7631,-122.149,1610,2929,447000,True,False,00s
15734,4,1.0,1.0,0,0,4,6,98056,47.5175,-122.201,1670,10200,500000,True,True,<40s
15735,3,1.0,1.0,0,0,3,7,98115,47.6844,-122.306,1550,5120,508300,True,True,<40s
15736,3,1.5,1.0,0,0,3,7,98125,47.7045,-122.281,1870,8300,485000,False,True,60s
15737,7,5.75,2.0,0,1,3,8,98155,47.7393,-122.289,2510,7479,540000,True,False,40s
15738,3,2.25,2.0,0,0,3,8,98058,47.4419,-122.133,1920,8265,356000,True,False,70s
15739,4,2.0,1.0,0,0,4,7,98115,47.6765,-122.287,1100,5671,525000,True,True,40s
15740,4,2.75,2.0,0,0,3,10,98074,47.6378,-122.066,3800,12451,962800,True,False,90s
15741,4,2.5,2.0,0,0,3,8,98031,47.3918,-122.185,2260,5877,315000,True,False,00s
15742,3,2.25,3.0,0,0,3,8,98107,47.6722,-122.391,1750,3155,525000,False,False,00s
15743,2,2.25,2.0,0,0,3,8,98106,47.5398,-122.369,1550,2135,325000,False,False,00s
15744,4,1.75,1.0,0,0,4,8,98004,47.6304,-122.205,1900,8998,965800,True,True,60s
15745,4,1.0,1.5,0,0,4,7,98116,47.5694,-122.385,1010,5175,550000,True,False,<40s
15746,4,1.0,1.5,0,0,3,6,98168,47.4939,-122.3,1800,8274,182200,True,False,<40s
15747,3,1.0,1.5,0,0,3,7,98106,47.5389,-122.353,1430,8505,315000,True,False,50s
15748,2,1.0,1.0,0,0,4,7,98107,47.6755,-122.367,1330,5000,500000,True,False,<40s
15749,5,2.5,2.0,0,0,3,7,98065,47.5381,-121.872,2460,7737,480000,True,False,90s
15750,3,1.75,1.0,0,2,5,9,98105,47.6569,-122.273,3200,8500,1690000,True,True,50s
15751,5,3.25,2.0,0,0,4,9,98038,47.3984,-122.055,2360,96703,525000,True,True,80s
15752,4,2.5,2.0,0,0,3,7,98133,47.7776,-122.352,1800,8460,407500,True,False,80s
15753,4,3.0,2.0,0,0,3,9,98092,47.3067,-122.116,2920,35807,443000,True,False,80s
15754,4,2.5,2.0,0,0,4,9,98040,47.5309,-122.224,3200,11900,1260000,True,False,60s
15755,3,1.0,1.0,0,0,3,7,98109,47.6461,-122.356,1730,4200,642000,True,True,<40s
15756,3,1.75,1.0,0,0,3,8,98052,47.6707,-122.156,1540,7863,520000,False,False,60s
15757,3,2.0,1.5,0,0,4,8,98116,47.5845,-122.395,2220,7200,750000,True,True,40s
15758,5,1.5,1.5,0,0,3,8,98112,47.6401,-122.303,2083,4500,855000,True,False,<40s
15759,4,1.0,1.5,0,0,4,5,98065,47.5372,-121.744,1880,27153,275000,True,False,<40s
15760,5,2.75,1.5,0,0,5,7,98002,47.3072,-122.221,1220,5250,265000,True,True,<40s
15761,3,2.5,2.0,0,0,3,10,98053,47.6854,-122.048,3340,45738,894400,True,False,90s
15762,2,1.0,1.0,0,0,4,6,98027,47.5321,-122.034,1740,6098,546000,True,False,40s
15763,2,2.5,1.0,0,0,3,8,98053,47.7243,-122.032,2170,7489,699950,True,False,00s
15764,3,2.0,1.0,0,0,4,7,98034,47.7247,-122.181,1620,8250,435000,True,False,60s
15765,4,1.5,1.0,0,0,4,7,98031,47.4179,-122.181,1420,7200,259500,True,False,60s
15766,4,3.25,2.0,0,0,3,9,98038,47.3833,-122.037,2290,4785,359950,False,False,00s
15767,3,1.75,1.0,0,0,3,7,98074,47.617,-122.058,1350,7500,517000,True,False,70s
15768,3,1.0,1.0,0,1,3,8,98118,47.5509,-122.261,2140,7161,579000,True,True,40s
15769,4,2.0,1.5,0,0,3,7,98052,47.6899,-122.122,1570,9540,525000,True,False,60s
15770,4,2.5,1.0,0,0,3,7,98031,47.4068,-122.175,2000,7988,320000,True,True,70s
15771,4,1.75,1.0,0,0,4,8,98007,47.6196,-122.139,2120,12051,635000,True,True,60s
15772,4,2.5,2.0,0,0,3,8,98058,47.4644,-122.151,2260,5080,400000,True,False,90s
15773,3,1.75,1.0,0,0,4,7,98052,47.6711,-122.148,1510,7700,455000,True,False,60s
15774,3,1.75,1.5,0,4,5,6,98074,47.6144,-122.067,2700,17906,572000,True,False,<40s
15775,2,1.5,1.0,0,0,4,8,98072,47.7608,-122.118,1740,21600,650000,True,True,50s
15776,3,1.5,1.0,0,0,3,7,98001,47.3369,-122.275,1390,7665,162500,False,False,60s
15777,2,2.5,2.0,0,0,3,8,98052,47.6858,-122.102,1280,1312,400000,True,True,00s
15778,3,1.0,1.0,0,0,3,7,98028,47.77,-122.264,1960,7200,268300,True,False,60s
15779,6,4.5,3.0,0,0,3,9,98119,47.6404,-122.361,1990,4800,989000,True,True,<40s
15780,3,1.75,1.0,0,0,3,7,98058,47.4627,-122.168,1780,7415,342000,False,True,80s
15781,4,2.5,2.0,0,0,3,7,98042,47.3837,-122.099,3020,5997,315000,True,False,00s
15782,4,2.75,1.0,0,0,3,7,98034,47.733,-122.22,2190,7695,485000,True,True,70s
15783,4,2.5,1.0,0,0,3,8,98023,47.3165,-122.386,2260,8800,277500,True,True,70s
15784,4,3.5,2.0,0,0,3,11,98053,47.6587,-122.022,3410,46951,1300000,True,False,90s
15785,4,1.75,1.5,0,0,4,6,98027,47.5312,-122.04,1530,9818,385000,True,False,<40s
15786,2,1.0,1.0,0,0,3,7,98125,47.7092,-122.291,1250,7740,426000,True,True,40s
15787,4,2.0,1.5,0,0,3,7,98125,47.7155,-122.315,1520,7169,310000,True,False,50s
15788,4,2.0,1.5,0,0,3,7,98125,47.7155,-122.315,1520,7169,449000,True,False,50s
